시장코드,시장명,시장 유형,지번주소,도로명주소,시도,시군구,아케이드 보유 여부,엘리베이터_에스컬레이터_보유여부,고객지원센터 보유 여부,스프링쿨러 보유 여부,화재감지기 보유여부,유아놀이방_보유여부,종합콜센터_보유여부,고객휴게실_보유여부,수유센터_보유여부,물품보관함_보유여부,자전거보관함_보유여부,체육시설_보유여부,간이 도서관_보유여부,쇼핑카트_보유여부,외국인 안내센터_보유여부,고객동선통로_보유여부,방송센터_보유여부,문화교실_보유여부,공동물류창고_보유여부,시장전용 고객주차장_보유여부,교육장_보유여부,회의실_보유여부,자동심장충격기_보유여부
a33020008,미로예술원주중앙시장(원주중앙시장),전통시장,강원도 원주시 중앙동 60-56,강원도 원주시 중앙시장길 6,강원,원주시,Y,N,N,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,N,Y,Y,Y,N
a33020010,도래미시장,전통시장,강원도 원주시 중앙동 42-3,강원도 원주시 자유시장길 26,강원,원주시,Y,N,Y,N,Y,N,N,Y,N,N,Y,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,Y
a33020009,북원상가시장,전통시장,강원도 원주시 태장2동 1379-23,강원도 원주시 북원상가길 13,강원,원주시,N,,Y,Y,Y,N,N,N,N,N,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y
a33020003,민속풍물시장,전통시장,강원도 원주시 평원동 134-1,강원도 원주시 풍물시장길 30,강원,원주시,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,Y,N,N,N
a33020007,자유시장,전통시장,강원도 원주시 중앙동 57,강원도 원주시 중앙시장길 11,강원,원주시,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,Y,N,N,Y,Y,Y,Y
a33030003,중앙시장,전통시장,강원도 강릉시 성남동 50,강원도 강릉시 금성로21,강원,강릉시,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y
a33030006,강릉성남시장,전통시장,강원도 강릉시 성남동 54-10,강원도 강릉시 중앙시장1길 16,강원,강릉시,Y,,Y,N,Y,N,N,Y,N,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,N
a33030001,강릉동부시장,전통시장,강원도 강릉시 옥천동 223,강원도 강릉시 옥천로 48,강원,강릉시,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,Y
a33030002,강릉서부시장,전통시장,강원도 강릉시 용강동 29,강원도 강릉시 임영로 155번길 6,강원,강릉시,Y,N,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N,Y,Y,Y,N
a33030007,주문진건어물시장,전통시장,강원도 강릉시 주문리 312-708,강원도 강릉시 주문진읍 해안로1748,강원,강릉시,Y,Y,Y,N,Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y
a33030004,주문진수산시장,전통시장,강원도 강릉시 주문진읍 주문리 312-439,강원도 강릉시 주문진읍 시장2길 4,강원,강릉시,Y,N,Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,Y,Y,N,N,Y,Y,Y,N
a33030005,주문진종합시장,전통시장,강원도 강릉시 주문진읍 주문리 321-14,강원도 강릉시 주문진읍 구시장길 11-3,강원,강릉시,Y,,Y,N,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,N
a33030008,주문진좌판풍물시장,전통시장,강원도 강릉시 주문진읍 주문리 312-713,강원도 강릉시 주문진읍 해안로 1758-10,강원,강릉시,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
a33040004,동해남부재래시장,전통시장,강원도 동해시 동회동 442,강원도 동해시 청운1길 29,강원,동해시,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,Y,N,Y,Y,N,N,Y,Y,Y,N
a33040001,묵호시장,전통시장,강원도 동해시묵호동 15-61,강원도 동해시 일출로 59-1,강원,동해시,Y,N,N,N,Y,N,Y,Y,Y,N,N,N,N,N,N,N,Y,N,Y,Y,Y,Y,N
a33040005,묵호항 자연산 수산물 판매시장,전통시장,강원도 동해시 묵호진동 15-128번지 외 4필지,강원도 동해시 일출로 15-128,강원,동해시,Y,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
a33040002,동쪽바다중앙시장,전통시장,강원도 동해시 발한동 7-1,강원도 동해시 중앙시장길 12,강원,동해시,Y,N,Y,N,Y,N,Y,Y,N,N,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,N
a33040003,북평민속시장,전통시장,강원도 동해시 북평동 15-5,강원도 동해시 오일장길 32,강원,동해시,N,,Y,N,Y,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y,N
a33050002,장성중앙시장,전통시장,강원도 태백시 장성동 159-2,강원도 태백시 장성1길 190 (장성시장),강원,태백시,Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,Y,N,Y,Y,Y,Y,N
a33050001,황지자유시장,전통시장,강원도 태백시 통동 75-32,강원도 태백시 시장안1길 18-1,강원,태백시,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,Y,Y,Y,Y
a33060001,속초종합중앙시장,전통시장,강원도 속초시 중앙동 471-4,강원도 속초시 중앙로147번길 16,강원,속초시,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
a33060002,속초관광수산시장(구 속초중앙전통시장),전통시장,강원도 속초시 중앙동 493-51,강원도 속초시 중앙시장로 6길 4,강원,속초시,Y,,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,N,Y,N,Y,Y
a33070006,삼척중앙시장,전통시장,강원도 삼척시 남양동 55-4,강원도 삼척시 진주로 12-21,강원,삼척시,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y
a33070003,도계전두시장,전통시장,강원도 삼척시 도계읍 전두리 81-20,강원도 삼척시 도계읍 전두시장길 6-1,강원,삼척시,Y,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N
a33070004,도계중앙시장,전통시장,강원도 삼척시 도계읍 도계리 390-1,강원도 삼척시 도계읍 도계로4길 20,강원,삼척시,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,Y,Y,N
b33070001,삼척번개시장,전통시장,강원도 삼척시 사직동 50-11,강원도 삼척시 중앙로 14-27,강원,삼척시,Y,,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,Y,Y,N,N,Y,N,N,N
a33310001,홍천중앙시장,전통시장,강원도 홍천군 홍천읍 신장대리 5-3,강원도 홍천군 홍천읍 홍천로 8길 17,강원,홍천군,N,,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,Y,N
a33310002,홍천시장,전통시장,강원도 홍천군 홍천읍 신장대리 8-128번지 일원,강원도 홍천군 홍천읍 번영로 53번지 일원,강원,홍천군,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,Y,N,N,N
a33320003,횡성시장,전통시장,강원도 횡성군 횡성읍 삼일로 4-2,강원도 횡성군 횡성읍 읍상리 277-3,강원,횡성군,Y,N,Y,N,Y,N,N,Y,N,N,Y,N,N,Y,N,Y,Y,N,Y,Y,Y,Y,N
a33330002,서부아침시장,전통시장,강원도 영월군 영월읍 영흥리 947-57,강원도 영월군 중앙로 30-1,강원,영월군,Y,,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N
a33330005,영월종합상가시장,전통시장,강원도 영월군 영월읍 하송리 11-3,강원도 영월군 영월읍 하송안 길,강원,영월군,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,Y,Y,Y,N
a33330008,서부공설시장,전통시장,강원도 영월군 영월읍 하송리 5-10,강원도 영월군 영월읍 서부시장길 8-1,강원,영월군,Y,,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,Y,Y,Y,N
a33340001,평창대화시장,전통시장,강원도 평창군 대화면 대화리 1001-163,강원도 평창군 대화면 대화시장 2길 41,강원,평창군,Y,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N
a33340003,진부전통시장,전통시장,강원도 평창군 진부면 하진부리 206-95,강원도 평창군 진부면 진부새싹길 28-7,강원,평창군,N,,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N
a33340004,평창올림픽시장(평창전통시장),전통시장,강원도 평창군 평창읍 하리 139-1,강원도 평창군 평창읍 평창중앙로 27-26,강원,평창군,Y,,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,Y,N,Y,Y,Y,Y,N
a33340002,봉평전통시장(봉평시장),전통시장,강원도 평창군 봉평면 창동리 397-34,강원도 평창군 봉평면 허생원장터길15,강원,평창군,N,,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N
a33350001,고한구공탄시장(고한시장),전통시장,강원도 정선군 고한읍 고한리 62-14,강원도 정선군 고한읍 고한 4길 38-6,강원,정선군,Y,Y,Y,N,Y,N,Y,Y,N,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y
a33350002,정선사북시장,전통시장,강원도 정선군 사북읍 사북리 366-59,강원도 정선군 사북읍 사북2길 6 - 1,강원,정선군,Y,,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N
a33350003,임계사통팔달시장,전통시장,강원도 정선군 송계리 774-5,강원도 정선군 송계3길 12,강원,정선군,Y,,Y,N,Y,N,N,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,N
a33350005,정선아리랑시장,전통시장,강원도 정선군 정선읍 봉양리 349-20,강원도 정선군 정선읍 봉양7길 39,강원,정선군,Y,,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y
a33360002,신철원시장,전통시장,강원도 철원군 갈말읍 신철원리 697,강원도 철원군 갈말읍 삼부연로18번길 16-2,강원,철원군,Y,,Y,N,Y,Y,Y,Y,N,Y,Y,N,N,N,N,N,Y,N,N,Y,Y,Y,Y
a33360001,동송시장,전통시장,강원도 철원군 동송읍 이평리 680-1,강원도 철원군 동송읍 이평로 47번길 16,강원,철원군,Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,N
a33360004,동송전통시장,전통시장,강원도 철원군 동송읍 이평리 678-49,강원도 철원군 동송읍 이평로 47번길 19,강원,철원군,Y,,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,Y,Y,Y,Y
a33360003,와수시장,전통시장,강원도 철원군 서면 와수리 1171-92,강원도 철원군 서면 와수로 184번길 6-3,강원,철원군,Y,,Y,N,Y,N,Y,N,N,N,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y
a33370003,화천시장,전통시장,강원도 화천군 화천읍 하리 50-7,강원도 화천군 화천읍 중앙로 24길12,강원,화천군,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,Y,Y,Y,Y,N
a33380001,양구중앙시장,전통시장,강원도 양구군 상리 235,강원도 양구군 중앙길 68,강원,양구군,Y,,Y,N,Y,Y,Y,Y,N,N,Y,N,N,Y,N,Y,Y,N,N,Y,Y,Y,Y
a33390006,기린전통시장,전통시장,강원도 인제군 기린면 현리 639-9번지,강원도 인제군 기린면 기린로 17,강원,인제군,N,,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
a33390003,원통시장,전통시장,강원도 인제군 북면 원통리 647-40,강원도 인제군 북면 원통로 178번길 7-1,강원,인제군,Y,,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,Y
a33390005,인제시장,전통시장,강원도 인제군 인제읍 상동리 258-32번지,강원도 인제군 인제읍 인제로 178번길 14,강원,인제군,N,,N,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,Y,Y,Y,N
a33400001,간성전통시장,전통시장,강원도 고성군 간성읍 신안리 311-10,강원도 고성군 간성시장3길 7-2,강원,고성군,Y,N,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,N,Y,Y,Y,N
a33400002,거진전통시장,전통시장,강원도 고성군 거진리 272,강원도 고성군 거진시장길 15,강원,고성군,Y,N,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,Y,Y
a33410001,양양전통시장,전통시장,강원도 양양군 남문리 57,강원도 양양군 양양읍 남문5길 9,강원,양양군,Y,,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,N
a43020007,충주농산물종합시장(중앙청과시장),전통시장,충청북도 충주시 목행동 526-29,충청북도 충주시 목행산단7로 24,충북,충주시,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,Y,Y,N
a43020016,목행시장,전통시장,충청북도 충주시 목행동 600-15,충청북도 충주시 행정9길 35,충북,충주시,N,,Y,N,Y,N,N,Y,N,N,N,Y,Y,N,N,N,Y,N,N,Y,Y,Y,N
a43020003,무학시장,전통시장,충청북도 충주시 봉방동 8-6,충청북도 충주시 무학1길 19,충북,충주시,Y,N,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N
b43020006,관아골상가,전통시장,충청북도 충주시 성내동 429,충청북도 충주시 관아4길 8,충북,충주시,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,Y,Y,N,Y,Y,Y,N
a43020017,"성서중심시장(성서시장,문화의거리 통합)",전통시장,충청북도 충주시 성서동 178,충청북도 충주시 성서8길 21,충북,충주시,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y
a43020015,엄정내창시장,전통시장,충청북도 충주시 엄정면 미내리 159-15,충청북도 충주시 엄정면 미내장터길 15,충북,충주시,N,,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N
a43020009,연수상가,전통시장,충청북도 충주시 연수동 924,충청북도 충주시 번영대로 125,충북,충주시,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,Y,N
a43020012,연원시장,전통시장,충청북도 충주시 연수동 547-6,충청북도 충주시 금곡로 31,충북,충주시,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,Y,Y,Y,N
a43020001,충주옹달샘시장,전통시장,충청북도 충주시 지현동 1076,충청북도 충주시 지곡10길 35,충북,충주시,Y,,Y,N,Y,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,N,Y,N,Y,Y
a43020004,충주자유시장,전통시장,충청북도 충주시 충의동 192,충청북도 충주시 충인6길 16,충북,충주시,Y,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N
a43030007,덕산면전통시장,전통시장,충청북도 제천시 덕산면 도전리 431-2,충청북도 제천시 덕산면 약초로 3길 24,충북,제천시,N,,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y
a43030010,박달재전통시장,전통시장,충청북도 제천시 백운면지번주소 평동리 220-2,충청북도 제천시 백운면 평동로 4-8,충북,제천시,N,,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,Y,Y,Y,N
a43030006,내토전통시장,전통시장,충청북도 제천시 중앙로1가 34-1,충청북도 제천시 용두천로 11길 5,충북,제천시,Y,,Y,N,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N
a43030008,동문전통시장,전통시장,충청북도 제천시 중앙로2가 117-1,충청북도 제천시 용두천로 125,충북,제천시,Y,,Y,N,Y,N,N,Y,N,N,N,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,N
a43030002,제천약초시장,전통시장,충청북도 제천시 화산동 987,충청북도 제천시 원화산로 121,충북,제천시,Y,Y,Y,N,Y,N,N,Y,N,N,N,N,N,Y,N,N,Y,Y,N,Y,Y,Y,N
a43030003,제천역전한마음시장,전통시장,충청북도 제천시 화산동 207-3,충청북도 제천시 내토로 28길 12,충북,제천시,Y,,Y,N,Y,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N
a43030011,제천고추시장,전통시장,충청북도 제천시 신월동 1138-1번지 일원,충청북도 제천시 바이오밸리로 212,충북,제천시,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,Y,N
a43030004,제천중앙시장,전통시장,충청북도 제천시 중앙로1가 77,충청북도 제천시 풍양로 108,충북,제천시,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N
a43012005,청주사창시장,전통시장,충청북도 청주시 사창동 286-22,충청북도 청주시 사직대로164번길 36,충북,청주시,Y,,Y,N,Y,Y,Y,Y,N,N,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,N
a43011003,중앙시장,전통시장,충청북도 청주시 상당구 북문로2가 92-2,충청북도 청주시 상당구 중앙로 18,충북,청주시,Y,,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N
a43011004,서문시장,전통시장,충청북도 청주시 상당구 서문동 166-43,충청북도 청주시 상당구 남사로 89번길 61,충북,청주시,Y,,Y,N,Y,N,N,Y,N,N,Y,N,N,N,N,Y,Y,Y,N,Y,Y,Y,Y
a43011005,육거리종합시장,전통시장,충청북도 청주시 상당구 석교동 60-4,충청북도 청주시 상당구 청남로2197번길 42,충북,청주시,Y,,Y,N,Y,N,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N
a43012004,사직시장,전통시장,충청북도 청주시 서원구 사직동 267-12,충청북도 청주시 서원구 사직대로 265번길 7,충북,청주시,Y,,Y,N,Y,N,N,N,N,N,Y,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N
a43012008,원마루시장,전통시장,충청북도 청주시 서원구 분평동 1335,충청북도 청주시 서원구 원마루로8번길 21,충북,청주시,Y,,Y,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y
a43012006,청주두꺼비시장(구수곡시장),전통시장,충청북도 청주시 서원구 수곡동 862,충청북도 청주시 서원구 수곡로 58번길 7-2,충북,청주시,Y,,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,Y,Y,N,N,N,Y,Y,N
a43012001,가경터미널시장,전통시장,충청북도 청주시 흥덕구 가경동 1342,충청북도 청주시 흥덕구 풍년로160번길 41-4,충북,청주시,Y,,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y
a43012002,복대가경시장,전통시장,충청북도 청주시 흥덕구 복대동 1116,충청북도 청주시 흥덕구 복대로 146번길 42,충북,청주시,Y,,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N
a43012007,직지시장,전통시장,충청북도 청주시 흥덕구 봉명동 472-6,충청북도 청주시 흥덕구 직지대로 639번길 88,충북,청주시,Y,,Y,N,Y,N,N,N,N,N,Y,N,N,Y,N,Y,Y,N,N,Y,Y,Y,N
a43010002,하복대시장,전통시장,충청북도 청주시 흥덕구 복대동 2541번지,충청북도 청주시 흥덕구 증안로34번길 20-1 복대동,충북,청주시,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
a43011002,북부시장,전통시장,충청북도 청주시 청원구 우암동 344-10,충청북도 청주시 청원구 향군로 31번길 19,충북,청주시,Y,,Y,Y,Y,N,N,Y,N,N,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,N
a43011001,밤고개자연시장(구 내덕자연시장),전통시장,충청북도 청주시 청원구 내덕동 396-7,충청북도 청주시 청원구 공항로 58번길 14,충북,청주시,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,Y,Y,Y,Y
a43310005,오창전통시장,전통시장,충청북도 청주시 청원구 오창읍 장대리 309-4,충청북도 청주시 청원구 팔결로 715,충북,청주시,Y,,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,Y
a43310001,내수전통시장,전통시장,충청북도 청주시 청원구 내수읍 마산리 169-6,충청북도 청주시 청원구 내수읍 내수로 726,충북,청주시,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N
a43320001,마로관기시장(관기재래시장),전통시장,충청북도 보은군 마로면 관기리 377-1,충청북도 보은군 마로면 관기3길 6-7,충북,보은군,Y,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N
a43320006,결초보은시장(구 보은종합시장),전통시장,충청북도 보은군 보은읍 삼산리 31-15,충청북도 보은군 보은읍 삼산로3길 12-1,충북,보은군,Y,,Y,N,Y,N,N,Y,N,N,N,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,N
a43320002,보은전통시장,전통시장,충청북도 보은군 삼산리 139-20,충청북도 보은군 삼산로 17- 1,충북,보은군,Y,,Y,Y,Y,N,N,Y,N,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N
a43320003,삼승원남시장(원남재래시장),전통시장,충청북도 보은군 삼승면 원남리 191,충청북도 보은군 삼승면 삼승탄부로 12,충북,보은군,Y,,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,Y,N,N,Y,N,Y,N
a43320005,회인재래시장,전통시장,충청북도 보은군 회인면 중앙리 59-15,충청북도 보은근 회인면 회인로 34,충북,보은군,Y,,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
a43330001,옥천상가,전통시장,충청북도 옥천군 옥천읍 금구리 5-7,충청북도 옥천군 옥천읍 삼금로 45,충북,옥천군,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,Y,N,Y,N
a43330002,옥천공설시장,전통시장,충청북도 옥천군 옥천읍 금구리 5-68,충청북도 옥천군 옥천읍 삼금로 5길 5-14,충북,옥천군,Y,Y,Y,Y,Y,N,N,Y,N,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y
a43340001,영동중앙시장,전통시장,충청북도 영동군 영동읍 계산리 693-27,충청북도 영동군 영동읍 계산리 693-27,충북,영동군,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,Y,Y,Y,N,Y,Y,Y,N
a43340002,영동전통시장,전통시장,충청북도 영동군 영동읍 계산리 694-13,충청북도 영동군 영동읍 계산리 694-13,충북,영동군,Y,,Y,Y,Y,N,Y,Y,N,N,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N
a43350003,운수대통! 생거진천전통시장,전통시장,충청북도 진천군 성석리 969,충청북도 진천군 진천읍 원덕로390,충북,진천군,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y
a43350004,진천중앙시장,전통시장,충청북도 진천군 진천읍 읍내리 305-12,충청북도 진천군 진천읍 중앙동6길 23,충북,진천군,Y,,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N
a43360001,괴산전통시장,전통시장,충청북도 괴산군 괴산읍 동부리 560-1,충청북도 괴산군 괴산읍 읍내로 15길8-8,충북,괴산군,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y
a43360002,목도재래시장,전통시장,충청북도 괴산군 불정면 목도리 308-9,충청북도 괴산군 불정면 목도로4길 11,충북,괴산군,Y,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,Y,Y,Y,N,Y,Y,Y,N
a43360004,연풍전통시장,전통시장,충청북도 괴산군 연풍면 행촌리 611-1,충청북도 괴산군 연풍면 향교로홍문길 5,충북,괴산군,Y,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,N
a43360005,청천전통시장,전통시장,충청북도 괴산군 청천면 청천리 62-11,충청북도 괴산군 청천면 청천2길 10,충북,괴산군,Y,,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N
a43370001,감곡시장,전통시장,충청북도 음성군 감곡면 왕장리 525-8,충청북도 음성군 감곡면 장감로 132번길 22,충북,음성군,N,,Y,N,Y,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,Y,Y,Y,N
a43370003,무극시장,전통시장,충청북도 음성군 금왕읍 무극리 77-17,충청북도 음성군 금왕읍 무극로 308번길 12- 12,충북,음성군,Y,,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y
a43370002,대소시장,전통시장,충청북도 음성군 대소면 오산리 186-6,충청북도 음성군 대소면 오산로 36,충북,음성군,N,N,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,Y,Y,Y,N
a43370004,삼성시장,전통시장,충청북도 음성군 삼성면 덕정리 534-17,충청북도 음성군 삼성면 대성로 608-2,충북,음성군,Y,,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N
a43370005,음성시장,전통시장,충청북도 음성군 음성읍 읍내리 249-11,충청북도 음성군 음성읍 문화1길 14,충북,음성군,Y,,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,Y,Y,Y,Y
a43380002,매포전통시장(매포재래시장),전통시장,충청북도 단양군 매포읍 평동리 1139,충청북도 단양군 매포읍 평동24길 8,충북,단양군,Y,,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,Y,N
a43380001,단양구경시장(단양인정시장),전통시장,충청북도 단양군 단양읍 도전리 615,충청북도 단양군 단양읍 도전5길 31,충북,단양군,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y
a43390001,증평장뜰시장,전통시장,충청북도 증평군 중동리 97-1,충청북도 증평군 증평읍 장뜰로 58-1,충북,증평군,Y,N,Y,N,Y,N,N,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y
a41010001,천안역전시장,전통시장,충청남도 천안시 동남구 대흥동 63-3,충청남도 천안시 동남구 공설시장2길 15,충남,천안시,Y,,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,N
a41010002,천안중앙시장(구 남산중앙시장),전통시장,충청남도 천안시 동남구 사직동263  사직2길 19 ,충청남도 천안시 동남구 사직2길 19 (남산중앙시장상인회),충남,천안시,Y,,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,N
a41010004,병천시장,전통시장,충청남도 천안시 동남구 병천면 병천리 163-2,충청남도 천안시 동남구 병천면 아우내장터1길 46,충남,천안시,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N
