시장코드,시장명,시장 유형,지번주소,도로명주소,시도,시군구,아케이드 보유 여부,엘리베이터_에스컬레이터_보유여부,고객지원센터 보유 여부,스프링쿨러 보유 여부,화재감지기 보유여부,유아놀이방_보유여부,종합콜센터_보유여부,고객휴게실_보유여부,수유센터_보유여부,물품보관함_보유여부,자전거보관함_보유여부,체육시설_보유여부,간이 도서관_보유여부,쇼핑카트_보유여부,외국인 안내센터_보유여부,고객동선통로_보유여부,방송센터_보유여부,문화교실_보유여부,공동물류창고_보유여부,시장전용 고객주차장_보유여부,교육장_보유여부,회의실_보유여부,자동심장충격기_보유여부
a55010035,도계부부시장,전통시장,경상남도 창원시 의창구 도계동 400-1,경상남도 창원시 의창구 원이대로 69번길 20,경남,창원시,Y,N,Y,N,Y,N,Y,Y,N,Y,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y
a55010037,봉곡민속체험시장,전통시장,경상남도 창원시 의창구 봉곡동145-1,경상남도 창원시 의창구 봉곡로111번길 16,경남,창원시,Y,,Y,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,N
a55010041,소답시장,전통시장,경상남도 창원시 의창구 북동 229-5,경상남도 창원시 의창구 읍성로33번길 8,경남,창원시,N,,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,Y
a55010051,소계옛길시장,전통시장,경상남도 창원시 의창구 소계동 723-15,경상남도 창원시 의창구 소계로 99-4,경남,창원시,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
a55010053,지귀시장,전통시장,경상남도 창원시 의창구 봉곡동 61-4,경상남도 창원시 의창구 지귀로119번길 6,경남,창원시,N,,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N
a55010002,가음대상가,전통시장,경상남도 창원시 성산구 원이대로 883번지 15-24,경상남도 창원시 성산구 원이대로 883번지 15-24,경남,창원시,N,Y,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y
a55010003,가음정시장,전통시장,경상남도 창원시 성산구 가음동 21-20,경상남도 창원시 성산구 원이대로863번길24,경남,창원시,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y
a55010004,경창상가,전통시장,경상남도 창원시 성산구 상남동 73-5,경상남도 창원시 성산구 상남로 67,경남,창원시,N,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y
a55010005,덕산그린피아상가,전통시장,경상남도 창원시 성산구 중앙동 98-6,경상남도 창원시 성산구 용지로 64,경남,창원시,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N
a55010008,대동훼미리코아상가,전통시장,경상남도 창원시 성산구 대방동 358,경상남도 창원시 성산구 대정로 138,경남,창원시,N,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,Y,N,Y,Y,N,N,Y,Y,Y,N
a55010009,성원3차종합상가,전통시장,경상남도 창원시 성산구 대방동 355,경상남도 창원시 성산구 대암로80,경남,창원시,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,Y,N
a55010010,대방덕산1차상가,전통시장,경상남도 창원시 성산구 대방동 356,경상남도 창원시 성산구 대정로 131,경남,창원시,N,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,Y,N,Y,N
a55010012,동성올림픽타운,전통시장,경상남도 창원시 성산구 중앙동 97-2,경상남도 창원시 성산구 중앙대로 77,경남,창원시,N,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,Y,N,N,Y,N,Y,N
a55010018,반송시장,전통시장,경상남도 창원시 성산구 반림동 17-13,경상남도 창원시 성산구 윈이대로 473번길 20-11,경남,창원시,Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,Y,N,Y,Y,N,N,Y,N,Y,Y
a55010021,사파동성종합상가,전통시장,경상남도 창원시 성산구 사파동 93,경상남도 창원시 성산구 창이대로 733,경남,창원시,Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,Y,N,Y,Y,N,N,Y,Y,Y,N
a55010022,상남시장,전통시장,경상남도 창원시 성산구 상남동 16,경상남도 창원시 성산구 마디미로28,경남,창원시,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y
a55010023,성원그랜드쇼핑상가,전통시장,경상남도 창원시 성산구 상남동 45-1,경상남도 창원시 성산구 동산로 124,경남,창원시,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y
a55010025,양곡시장,전통시장,경상남도 창원시 성산구 신촌동 33-2,경상남도 창원시 성산구 신촌로102,경남,창원시,N,,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,Y,N
a55010026,양곡유신종합상가,전통시장,경상남도 창원시 성산구 신촌동 15-6,경상남도 창원시 성산구 신촌로 21,경남,창원시,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,N
a55010027,중앙시장(창원중앙시장),전통시장,경상남도 창원시 성산구 중앙동 69-1,경상남도 창원시 성산구 외동반림로 126길50,경남,창원시,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,Y,Y,Y,N
a55010030,창원캔버라상가,전통시장,경상남도 창원시 성산구 중앙동97-6,경상남도 창원시 성산구 중앙대로61번길 4,경남,창원시,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N
a55010031,창원코아상가,전통시장,경상남도 창원시 성산구 상남동 73-4,경상남도 창원시 성산구 상남로 71,경남,창원시,N,Y,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y
a55010050,북마산가구시장,전통시장,경상남도 창원시 마산합포구 추산동 1-57,경상남도 창원시 마산합포구 북성로 33-1,경남,창원시,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N
a55010052,월영대시장,전통시장,경상남도 창원시 마산합포구 해운동 12-13,경상남도 창원시 마산합포구 월영남1길 12,경남,창원시,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N
a55020005,대동씨코아상가시장,전통시장,경상남도 창원시 마산합포구 해운동 37-4,경상남도 창원시 마산합포구 월영동로8,경남,창원시,N,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,N
a55020008,마산어시장,전통시장,경상남도 창원시 마산합포구 동성동 314,경상남도 창원시 마산합포구 복요리로 7,경남,창원시,Y,,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,Y
a55020009,신마산반월시장,전통시장,경상남도 창원시 마산합포구 반월동 85-3,경상남도 창원시 마산합포구 반월시장2길 2,경남,창원시,Y,,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,Y,N
a55020010,부림상시장,전통시장,경상남도 창원시 마산합포구 부림동 83-244,경상남도 창원시 마산합포구 3.15대로 349,경남,창원시,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N
a55020011,부림시장,전통시장,경상남도 창원시 마산합포구 부림동 32,경상남도 창원시 마산함포구 3 15대로 352,경남,창원시,Y,N,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y
a55020013,북마산중앙시장,전통시장,경상남도 창원시 마산합포구 상남동 40-1,경상남도 창원시 마산합포구 상남시장로3,경남,창원시,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,Y,N
a55020014,산호시장,전통시장,경상남도 창원시 마산합포구 산호동 28-8,경상남도 창원시 마산합포구 산호시장길 18,경남,창원시,Y,,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,N,Y,Y,N,N,Y,N,Y,N
a55020017,신마산시장,전통시장,경상남도 창원시 마산합포구 해운동 64,경상남도 창원시 마산합포구 문화동15길 13,경남,창원시,Y,,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N
a55020024,정우새어시장,전통시장,경상남도 창원시 마산합포구 동성동 313,경상남도 창원시 마산합포구 어시장7길126,경남,창원시,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,Y,Y,N,N
a55020025,진동시장,전통시장,경상남도 창원시 마산합포구 진동면 진동리237-11,경상남도 창원시 마산합포구 진동시장길 43-7,경남,창원시,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N
a55020033,진동전통시장,전통시장,경상남도 창원시 마산합포구 진동면 진동리264-3,경상남도 창원시 마산합포구 진동면 진동시장길 62,경남,창원시,Y,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N
a55020034,마산수산시장,전통시장,경상남도 창원시 마산합포구 동성동 310-1,경상남도 창원시 마산합포구 수산1길 186,경남,창원시,Y,N,Y,N,Y,N,Y,Y,N,N,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,N
a55020004,기산프라자,전통시장,경상남도 창원시 마산합포구 오동동 18-61,경상남도 창원시 마산합포구 오동동14길 29,경남,창원시,N,,Y,Y,Y,N,N,Y,N,Y,Y,N,N,Y,N,Y,Y,N,N,Y,Y,Y,N
a55010042,합성동상가,전통시장,경상남도 창원시 회원구 합성동 125-3,경상남도 창원시 회원구 합성옛길136,경남,창원시,N,,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y
a55020019,양덕중앙시장,전통시장,경상남도 창원시 회원구 양덕동 15-1,경상남도 창원시 회원구 양덕북10길 23,경남,창원시,Y,,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,N
a55020021,역전통합시장,전통시장,경상남도 창원시 회원구 석천2동 226-2,경상남도 창운시 회원구 석전동15길 23,경남,창원시,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,N
a55020026,코오롱타운상가,전통시장,경상남도 창원시 회원구 내서읍 호계리 10,경상남도 창원시 회원구 내서읍 호원로361-2,경남,창원시,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,N
a55020035,합성대로상가,전통시장,경상남도 창원시 회원구 합성동 85-14,경상남도 창원시 회원구 3 15대로 745,경남,창원시,N,,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N
a55020002,구암시장,전통시장,경상남도 창원시 마산 회원구 구암동 87,경상남도 창원시 마산 회원구 구암남 14길 8,경남,창원시,Y,N,Y,Y,Y,N,N,N,N,N,N,Y,N,Y,N,Y,Y,N,N,Y,N,Y,N
a55010040,마산역번개시장,전통시장,경상남도 창원시 마산회원구 석전동 227-1,경상남도 창원시 마산회원구 석전동 17길 37,경남,창원시,Y,,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y
a55020003,구암현대시장,전통시장,경상남도 창원시 마산회원구 구암동 19-11,경상남도 창원시 마산회원구 구암서2길 36,경남,창원시,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N
a55020016,서마산시장,전통시장,경상남도 창원시 마산회원구 석전동 155-1,경상남도 창원시 마산회원구 석전남16길64,경남,창원시,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N
a55020020,석전시장,전통시장,경상남도 창원시 마산회원구 석전동 257-1,경상남도 창원시 마산회원구 석전동 6길 32,경남,창원시,N,,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,Y,N
a55020031,회성종합시장,전통시장,경상남도 창원시 마산회원구 회성동 450-2,경상남도 창원시 마산 회원구 회성동 시장1길 16,경남,창원시,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,Y,N
a55010044,경민인터빌상가,전통시장,경상남도 창원시 마산 회원구 양덕북 12가-113,경상남도 창원시 마산회원구 양덕북12길 113,경남,창원시,N,,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,N
a55010045,합성옛길시장,전통시장,경상남도 창원시 마산 회원구 합성동 732-7,경상남도 창원시 마산 회원구 합성옛길 77,경남,창원시,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N
a55020007,동마산시장,전통시장,경상남도 창원시 마산 회원구 합성동 326-1,경상남도 창원시 마산 회원구 합성남8길 76,경남,창원시,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N
a55040001,경화시장,전통시장,경상남도 창원시 진해구 경화동 906,경상남도 창원시 진해구 경화로 38번길,경남,창원시,Y,,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,Y,N,Y,Y,Y,Y,N
a55040002,마천시장,전통시장,경상남도 창원시 진해구 마천동 134-6,경상남도 창원시 진해구 웅동로 57번가길 7,경남,창원시,Y,,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N
a55040003,웅천시장,전통시장,경상남도 창원시 진해구 성내동 327,경상남도 창원시 진해구 웅천중로56번길 8,경남,창원시,Y,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N
a55040004,중부시장,전통시장,경상남도 창원시 진해구 경화동 1164-1,경상남도 창원시 진해구 중초로 20,경남,창원시,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,Y,N,N,N
a55040005,진해중앙시장,전통시장,경상남도 창원시 진해구 벚꽃로 화천동 60-1,경상남도 창원시 진해구 벚꽃로 60번길 25,경남,창원시,Y,,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,N
a55010029,창원기계공구상가,전통시장,경상남도 창원시 팔용동 16-1,경상남도 창원시 의창구 창원대로 400,경남,창원시,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N
a55310001,신반시장,전통시장,경상남도 의령군 부림면 신반리519-3,경상남도 의령군 부림면 신번로9길 11,경남,의령군,Y,,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,Y
a55310002,의령시장,전통시장,경상남도 의령군 의령읍 중동리 386-7,경상남도 의령군 의령읍 의병로18길 13,경남,의령군,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,Y
a55320005,가야상설시장(가야시장),전통시장,경상남도 함안군 가야읍 말산리 470-1,경상남도 함안군 가야읍 가야8길8,경남,함안군,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N
a55320001,군북공설시장,전통시장,경상남도 함안군 군북면 중암리83-16,경상남도 함안군 군북면 중암8길 27,경남,함안군,Y,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N
a55320002,대산공설시장,전통시장,경상남도 함안군 대산면 구혜리221-3,경상남도 함안군 대산면 대산중앙로 219,경남,함안군,Y,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N
a55320004,칠원공설시장,전통시장,경상남도 함안군 칠원면 구성리 734-7,경상남도 함안군 칠원읍 서남3길 14 (시골막창전문),경남,함안군,Y,,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,N
a55330001,남지시장,전통시장,경상남도 창녕군 남지읍 남지리 531,경상남도 창녕군 남지읍 본동길4,경남,창녕군,Y,,Y,Y,Y,N,N,Y,Y,N,Y,N,N,N,N,N,Y,Y,N,Y,Y,Y,N
a55330003,영산시장,전통시장,경상남도 창녕군 영산면 성내리 516-4,경상남도 창녕군 영산면 신영산로56,경남,창녕군,Y,,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N
a55330004,이방정기시장,전통시장,경상남도 창녕군 이방면 거남리 43-5,경상남도 창녕군 이방면 이방대학로35-1,경남,창녕군,Y,,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N
a55330005,창녕상설시장,전통시장,경상남도 창녕군 창녕읍 164-38,경상남도 창녕군 창녕읍 시장길 66,경남,창녕군,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N
a55350002,남면공설시장,전통시장,경상남도 남해군 남면 당항리 1381-5,경상남도 남해군 남면 남서대로 785-4,경남,남해군,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N
a55350003,남해전통시장,전통시장,경상남도 남해군 남해읍 북변리 246-1,경상남도 남해군 남해읍 화전로110,경남,남해군,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,Y,Y,Y,N
a55350005,이동공설시장,전통시장,경상남도 남해군 이동면 무림리,경상남도 남해군 이동면 무림로 63번길 9,경남,남해군,Y,,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N
a55360002,계천공설시장(계천시장),전통시장,경상남도 하동군 금남면 계천리 355-3,경상남도 하동군 금남면 섬진강대로 977-17,경남,하동군,Y,,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N
a55360004,북천공설시장,전통시장,경상남도 하동군 북천면 직전리 597-1,경상남도 하동군 경서대로 2427-14,경남,하동군,Y,,N,N,Y,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N
a55360005,옥종공설시장,전통시장,경상남도 하동군 옥종면 청룡리,경상남도 하동군 옥종면 옥종사장길 5,경남,하동군,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N
a55360006,진교공설시장,전통시장,경상남도 하동군 진교면 진교리302-4,경상남도 하동군 진교면 선창길 24,경남,하동군,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,Y,Y,Y,N
a55360001,하동공설시장,전통시장,경상남도 하동군 하동읍 읍내리 258-1,경상남도 하동군 하동읍 시장 1길 12-2,경남,하동군,Y,N,Y,Y,Y,N,Y,N,N,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y
a55360010,화개장터,전통시장,경상남도 하동군 화개면 탑리 726-10,경상남도 하동군 화개면 쌍계로 21,경남,하동군,N,,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y
a55360007,횡천공설시장(횡천시장),전통시장,경상남도 하동군 횡천면 횡천리 507-2,경상남도 하동군 횡천면 문화2길 24,경남,하동군,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N
a55370002,단성시장,전통시장,경상남도 산천군 단성면 성내리 178,경상남도 산청군 단성면 목화로 968번길 17,경남,산청군,Y,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N
a55370006,산청시장,전통시장,경상남도 산청군 산청읍 산청리 252-2,경상남도 산청군 산청읍 중앙로 16-1,경남,산청군,Y,,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,Y,N
a55370007,생초시장,전통시장,경상남도 산청군 생초면 어서리 259-14,경상남도 산청군 생초로 35-30,경남,산청군,Y,,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,Y,N
a55370003,덕산시장,전통시장,경상남도 산청군 시천면 사리 931-3,경상남도 산청군 시천면 남명로 188-5 덕산시장,경남,산청군,Y,,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N
a55370001,단계시장,전통시장,경상남도 산청군 신동면 단계리 784,경상남도 신등면 신차로 500-3,경남,산청군,Y,,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N
a55320006,함양토종약초시장,전통시장,경상남도 함양군 안의면 이전리 15,경상남도 함양군 안의면 약초시장길 27,경남,함양군,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,Y,N
a55380003,안의시장,전통시장,경상남도 함양군 안의면 석천리 243,경상남도 함양군 안의면 약초시장길 25-10,경남,함양군,N,,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N
a55380005,지리산함양시장,전통시장,경상남도 함양군 함양읍 용평리 607-104,경상남도 함양군 함양읍 용평 중앙길 20,경남,함양군,Y,N,Y,N,Y,N,N,Y,N,N,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,N
a55390002,거창시장,전통시장,경상남도 거창군 중앙리 154-12,경상남도 거창군 거창읍 중앙로 140,경남,거창군,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y
a55400001,가야시장,전통시장,경상남도 합천군 가야면 황산리 17-1,경상남도 합천군 가야면 가야시장로 63-15,경남,합천군,Y,,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,N
a55400004,삼가시장,전통시장,경상남도 합천군 삼가면 일부리 921-1,경상남도 합천군 삼가면 일부5길 1,경남,합천군,Y,N,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,Y,N
a55400005,야로시장,전통시장,경상남도 합천군 야로면 구정리 273-4,경상남도 합천군 야로면 야로시장길 7-5,경남,합천군,Y,,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N
a55400006,초계시장,전통시장,경상남도 합천군 초계리 50-1,경상남도 합천군 초계중앙로 61,경남,합천군,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,N
a55400007,합천시장,전통시장,경상남도 합첩군 합천읍 합천리473-1,경상남도 합첩군 합천읍 옥산로 53,경남,합천군,Y,N,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N
a64010007,세화오일시장,전통시장,제주특별자치도 제주시 구좌읍 세화리 1500-5,제주특별자치도 제주시 구좌읍 해맞이해안로 1412,제주,제주시,Y,,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,N,Y,Y,N,Y,Y,Y,Y,N
a64010012,도남시장,전통시장,제주특별자치도 제주시 신성로7길 13,제주특별자치도 제주시 도남동 923의 13,제주,제주시,N,,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,Y,Y,N,Y,Y
a64010008,제주시민속오일시장,전통시장,제주특별자치도 제주시 도두1동 1212,제주특별자치도 제주시 오일장서길 26,제주,제주시,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y
a64010003,제주동문수산시장,전통시장,제주특별자치도 제주시 이도1동 1348-1,제주특별자치도 제주시 오현길 81,제주,제주시,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,Y,Y,Y,N,Y,Y,Y,Y
a64010004,제주시동문재래시장,전통시장,제주특별자치도 제주시 이도1동 1436-7,제주특별자치도 제주시 관덕로14길 20,제주,제주시,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N
a64010005,보성시장,전통시장,제주특별자치도 제주시 이도1동 1289-52,제주특별자치도 제주시 동광로 1길 32,제주,제주시,N,,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y
b64010002,중앙로상점가,전통시장,제주특별자치도 제주시 이도일동 1460,제주특별자치도 제주시 이도일동 중앙로 91,제주,제주시,Y,,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,Y,Y,Y
a64010001,제주시동문공설시장,전통시장,제주특별자치도 제주시 일도1동 1103,제주특별자치도 제주시 동문로 4길9,제주,제주시,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,N
a64010002,동문시장(주),전통시장,제주특별자치도 제주시 일도1동 1148-2,제주특별자치도 제주시 동문로 16,제주,제주시,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,Y,N
a64010009,제주칠성로상점가(칠성로상점가),전통시장,제주특별자치도 제주시 일도1동 1476-20,제주특별자치도 제주시 관덕로 13길 12,제주,제주시,Y,,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,Y,Y,Y,N,N,Y,N,Y,N
a64010013,신산시장,전통시장,제주특별자치도 제주시 일도2동 377-11,제주특별자치도 제주시 고마로17길 11,제주,제주시,N,,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N
a64010015,함덕오일시장,전통시장,제주특별자치도 제주시 조천읍 함덕리 972-7,제주특별자치도 제주시 조천읍 함덕16길 15-13,제주,제주시,N,N,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N
a64010011,한림민속오일시장(한림오일시장),전통시장,제주특별자치도 제주시 한림읍 대림리 1698-4,제주특별자치도 제주시 한림읍 한수풀로4길 10,제주,제주시,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N
a64010014,한림매일시장,전통시장,제주특별자치시도 제주시 한림읍 한림리 1315-4,제주특별자치도 제주시 한림읍 한림로 681,제주,제주시,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N
a64010016,화북종합시장,전통시장,제주특별자치도 제주시 화북1동 1947,제주특별자치도 제주시 청풍길 14,제주,제주시,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N
a64010006,제주시서문공설시장,전통시장,제주특별자치도 제주시 용담1동 135-9,제주특별자치도 제주시 서문로4길 13-2,제주,제주시,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
a64020002,대정오일시장,전통시장,제주특별자치도 서귀포시 대정읍 하모리 1089-15,제주특별자치도 서귀포시 대정읍 신영로36번길 65,제주,서귀포시,N,,Y,N,Y,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N
a64020003,모슬포중앙시장,전통시장,제주특별자치도 서귀포시 대정읍 하모리 824-2,제주특별자치도 서귀포시 대정읍 상모로 327,제주,서귀포시,Y,,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N
a64020006,서귀포향토오일시장,전통시장,제주특별자치도 서귀포시 동홍동 779-1,제주특별자치도 서귀포시 토평서로11번길 142,제주,서귀포시,Y,,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y
